From,To
E9PVB5,Q96AE7
Q8CC21,Q6DKK2
Q8C0S4,Q8NDW8
Q0HA38,Q7Z4L5
Q8C159,Q5TAA0
Q8CHY7,Q5W5X9
A6H6E9,Q6PF05
Q8BYG0,A2A3L6
Q8BS45,A0AVF1
Q8CD92,Q6P3X3
Q80XJ3,Q96AY4
Q80VM3,Q8NA56
O88196,P53804
Q99J38,Q86WT1
A2AKQ8,Q86WT1
Q9CY00,Q86WT1
Q99J38,Q8N4P2
A2AKQ8,Q8N4P2
Q9CY00,Q8N4P2
Q9DAC7,Q5I0X7
Q9D6K7,Q6PID6
Q8C0Q3,A8MYJ7
Q8VBW8,A6NLP5
A3KMP2,Q5R3I4
A2ACP1,Q5SRH9
Q8BYY4,Q5VTQ0
Q8VE09,Q8N584
Q0VF76,
Q8R3H9,O95801
Q692V3,Q6P2S7
Q99LG4,Q8N0Z6
G3UYY4,Q86TZ1
Q8BGB2,Q9ULT0
E9Q6P5,Q86TV6
Q8VD72,Q8TAM2
Q3V038,Q92623
Q9D6E4,Q8N6N2
Q810A3,Q8N5M4
Q62187,Q15361
Q5NC05,Q9UNY4
Q91V83,O43156
Q8BGV4,Q6NXR4
P35761,P33981
P38585,Q8NG68
Q91V51,O95922
A4Q9F3,Q6ZVT0
A4Q9F4,Q8NHH1
Q3UDE2,Q14166
A4Q9F6,A6NNM8
A4Q9E4,Q9BWV7
A4Q9E5,Q9Y4R7
Q80UG8,Q14679
Q8CHB8,Q6EMB2
A4Q9E8,Q8N841
A4Q9F0,Q6ZT98
A4Q9F1,A6PVC2
A2APC3,Q3SXZ7
A2ASS6,Q8WZ42
Q8BWP5,P49638
Q9D3D0,Q9BTX7
P07309,P02766
Q9D3A9,Q9H313
Q3TH73,Q9BSA4
Q6P5F7,Q9C0H2
P50586,P50607
P68369,Q71U36
P05213,P68363
P68373,Q9BQE3
P05214,P0DPH7
P05214,P0DPH7
P05214,P0DPH8
P05214,P0DPH8
P05214,Q6PEY2
P05214,Q6PEY2
P68368,P68366
Q9JJZ2,Q9NY65
Q3UX10,A6NHL2
P99024,P07437
A2AQ07,Q9H4B7
Q7TMM9,Q13885
Q9CWF2,Q9BVA1
Q9ERD7,Q13509
Q9D6F9,P04350
P68372,P68371
Q922F4,Q9BUF5
Q9R1K7,Q9UJT1
Q9D6T1,Q9UJT0
P83887,P23258
Q8VCK3,Q9NRH3
Q921G8,Q9BSJ2
P58854,Q96CW5
Q9D4F8,Q9UGJ1
Q8BKN5,Q96RT8
G5E8P0,Q96RT7
Q8BFR5,P49411
O08970,Q9NNX1
A0A6I8MX38,A0A6I8PU40
Q9Z273,O00294
P46686,O00295
O88413,O75386
Q9JIL5,Q9NRJ4
A0A1B0GQX2,A0A1B0GTB2
Q673H1,Q2TAM9
Q9WVF8,O75896
Q8BTV1,Q13454
Q8R3F9,Q9H6E5
B2RX14,Q5TAX3
Q5BLK4,Q5VYS8
Q6NVH0,A6NH52
Q9D8T4,Q9NYZ1
Q9D8T4,Q96ET8
Q9D8T4,G3V5I9
Q91YR1,Q12792
Q9Z0P5,Q6IBS0
P26687,Q15672
Q9D030,Q8WVJ9
Q8CIW5,Q96RR1
Q9EP52,Q9GZX9
P42682,P42681
Q6PAM1,P40222
Q8VBT1,Q8N3L3
Q8BHN1,Q9NUQ3
P10639,P10599
P97493,Q99757
Q8K2W3,Q6PKC3
Q9CQU0,O95881
Q6P6J9,Q96J42
Q7TN22,Q9P2K2
Q9CQM5,Q9BRA2
Q6P902,Q86VQ3
Q91W90,Q8NBS9
Q69AB2,Q6A555
Q9CQ79,O14530
Q8BG60,Q9H3M7
Q8CDN6,O43396
P83877,P83876
Q8BUH1,Q9NX01
Q9JMH6,Q16881
Q9JLT4,Q9NNW7
Q99MD6,Q86VQ6
Q9R117,P29597
Q99N42,P19971
P07607,P04818
P11344,P14679
P55144,Q06418
O54885,O43914
P07147,P17643
Q9DBA6,Q2T9J0
Q8BJM7,Q9NV66
Q8BJM7,Q6NUM6
Q8BSA9,Q6IPR3
A2RSX7,A2RUC4
Q9D883,Q01081
Q8BGJ9,Q9H665
P26369,P26368
Q6NV83,O15042
Q8CGB3,Q9BZF9
Q91YN5,Q16222
Q3TW96,Q3KQV9
Q02053,P22314
Q9Z1F9,Q9UBT2
Q8C878,Q8TBC4
Q8VE47,Q9GZZ9
,P62987
P62984,P62987
,P62987
Q8C7R4,A0AVT1
Q9DBK7,P41226
Q8VDI7,Q9BSL1
Q8R1K1,Q8NBM4
Q6P3B2,Q8TB05
Q8BQH4,Q8IYN6
Q8BH48,Q9NZ09
G3UW59,F5GYI3
Q91VX2,Q5T6F2
Q80X50,Q14157
Q3V3E1,P57075
Q8BGG7,Q8TF42
P0CG49,P0CG47
P0CG50,P0CG48
P63072,O15205
Q9Z255,P49459
P63147,P63146
Q9D1C1,O00762
P61080,P51668
P62838,P62837
P61079,P61077
Q6ZWY6,Q9Y2X8
P52482,P51965
Q91W82,Q96LR5
P52483,Q969T4
Q3UWQ3,Q969M7
Q9CY34,Q969M7
P62254,P62253
P60605,P60604
P62257,P62256
P63280,P63279
Q9JJZ4,Q9Y385
Q6P073,Q8N2K1
P61087,P61086
P68037,P68036
Q9QZU9,O14933
P61082,P61081
P61089,P61088
Q6ZPJ3,Q9C0C9
Q7TSS2,Q7Z7E8
Q8K2Z8,Q8WVN8
Q8BW45,Q8WVN8
A0PJN4,A1L167
Q6ZWZ2,Q712K3
A0A6I8MX03,Q16763
Q921J4,Q16763
Q9CQ37,Q9NPD8
B1AUC4,Q5VVX9
Q99LQ7,Q13404
Q9CZY3,Q13404
Q9D2M8,Q15819
Q8VDW4,Q96B02
Q3UE37,Q9H832
O08759,Q05086
Q9ES34,Q7Z3V4
Q80U95,Q15386
Q8BX13,Q7Z6J8
E9Q735,Q14139
Q9ES00,O95155
Q78JW9,O14562
Q9DC60,Q9Y5Z9
Q9Z2M6,O95164
,P11441
P21126,P11441
Q9CQ84,Q8N7F7
Q9EPV8,Q9BZL1
Q91W67,Q96S82
Q8BGR9,Q8WVY7
Q4G0F8,Q9NPG3
Q80WC1,Q6ZU65
Q925F4,O94941
Q811S7,Q9NZI7
Q8R317,Q9UMX0
Q9QZM0,Q9UHD9
Q8C5U9,Q9H347
Q99NB8,Q9NRR5
Q14DL0,Q8IYU4
O70481,Q8IWV7
Q6WKZ8,Q8IWV8
Q5U430,Q6ZT12
A2AN08,Q5T4S7
Q80TP3,O95071
Q8BU04,Q8N806
Q91WB7,Q9HAC8
Q6PGH0,Q8WUN7
P25976,P17480
Q3USZ2,P0CB47
Q3USZ2,P0CB48
Q922Y1,Q04323
Q8BG34,Q96LJ8
Q9D572,Q5T124
Q99KJ0,P68543
Q0KL01,Q14CS0
Q8VCH8,Q92575
Q99PL6,Q9BZV1
Q6P5G6,O94888
Q9QZ49,O00124
Q9R0P9,P09936
Q9JKB1,P15374
P58321,P15374
Q9WUP7,Q9Y5K5
P52623,Q9HA47
Q99PM9,Q9BZX2
Q91YL3,Q9NWZ5
Q14BU0,Q8WVF2
P81615,P55089
Q99ML8,Q96RP3
Q924A4,Q969E3
P12242,P25874
P70406,P55851
P56501,P55916
Q3U1V6,Q8IX04
Q9CR09,Q9Y3C8
P70362,Q92890
Q8CCJ3,O94874
P61961,P61960
Q9CZP0,Q6NVU6
Q99K23,Q9NUQ7
O88693,Q16739
O70475,O60701
Q6P5E4,Q9NYU2
E9Q4X2,Q9NYU1
Q91ZJ5,Q16851
Q63886,P22309
Q6XL43,Q9HAW8
Q6ZQM8,Q9HAW8
D3Z748,Q9HAW8
Q62452,Q9HAW8
P70691,P35503
B2RT14,P35503
P70691,P22310
B2RT14,P22310
P70691,P35504
B2RT14,P35504
Q64435,P19224
K9J7B2,P19224
Q6XL43,Q9HAW7
Q6ZQM8,Q9HAW7
D3Z748,Q9HAW7
Q62452,Q9HAW7
Q6XL43,Q9HAW9
Q6ZQM8,Q9HAW9
D3Z748,Q9HAW9
Q62452,Q9HAW9
Q6XL43,O60656
Q6ZQM8,O60656
D3Z748,O60656
Q62452,O60656
Q80X89,P0DTE4
Q6PDD0,P0DTE5
Q8BWQ1,Q6UWM9
Q8R084,P36537
Q8K154,P36537
Q8BJL9,P36537
Q3UEP4,P36537
Q8VCN3,P36537
Q91WH2,P36537
P17717,P36537
Q8R084,P06133
Q8K154,P06133
Q8BJL9,P06133
Q3UEP4,P06133
Q8VCN3,P06133
Q91WH2,P06133
P17717,P06133
Q8R084,P54855
Q8K154,P54855
Q8BJL9,P54855
Q3UEP4,P54855
Q8VCN3,P54855
Q91WH2,P54855
P17717,P54855
Q8R084,O75795
Q8K154,O75795
Q8BJL9,O75795
Q3UEP4,O75795
Q8VCN3,O75795
Q91WH2,O75795
P17717,O75795
Q8R084,Q9BY64
Q8K154,Q9BY64
Q8BJL9,Q9BY64
Q3UEP4,Q9BY64
Q8VCN3,Q9BY64
Q91WH2,Q9BY64
P17717,Q9BY64
Q8R084,P06133
Q8K154,P06133
Q8BJL9,P06133
Q3UEP4,P06133
Q8VCN3,P06133
Q91WH2,P06133
P17717,P06133
Q8R084,P16662
Q8K154,P16662
Q8BJL9,P16662
Q3UEP4,P16662
Q8VCN3,P16662
Q91WH2,P16662
P17717,P16662
Q3UP75,Q6NUS8
Q8JZZ0,Q6NUS8
Q3UP75,Q3SY77
Q8JZZ0,Q3SY77
Q64676,Q16880
P97343,Q8TAS1
Q8VDF2,Q96T88
Q7TMI3,Q96PU4
Q5U5Q9,Q96RL1
O08602,Q9BZM6
O08603,Q9BZM6
O08604,Q9BZM6
Q9JI58,Q9BZM6
Q9CZQ6,Q9BZM6
Q8HWA3,Q9BZM6
Q3UW27,Q9BZM6
O08602,Q9BZM5
O08603,Q9BZM5
O08604,Q9BZM5
Q9JI58,Q9BZM5
Q9CZQ6,Q9BZM5
Q8HWA3,Q9BZM5
Q3UW27,Q9BZM5
O08602,Q9BZM4
O08603,Q9BZM4
O08604,Q9BZM4
Q9JI58,Q9BZM4
Q9CZQ6,Q9BZM4
Q8HWA3,Q9BZM4
Q3UW27,Q9BZM4
O70405,O75385
Q9QY01,Q8IYT8
Q3U3Q1,Q6PHR2
Q3V129,Q96C45
E0CX23,C9J7I0
Q91X17,P07911
Q5DID3,Q5DID0
P13439,P11172
Q9Z2R6,Q13432
Q8C4B4,A6NIH7
Q4KUS2,Q9UPW8
Q9Z1N9,O14795
Q8K0T7,Q8NB66
B2RUP2,Q70J99
Q99KD5,Q9H3U1
Q8CGY6,Q8IWX7
Q9CQ61,Q53HI1
Q8K1S4,Q6ZN44
Q8K1S3,Q8IZJ1
O08747,O95185
Q6R653,Q8IV45
Q8K1S2,Q6UXZ4
Q0KK59,Q9P2D8
Q8BLN6,Q8N2C7
Q710D3,Q86WB7
B2RWK3,Q86WB7
Q8VCW4,Q9H1C4
O08934,A6NJT0
P97931,P13051
Q8BL48,Q9C0B0
Q5FWH2,Q9H9P5
P25688,
Q8VC97,Q9UBR1
Q9EPU0,Q92900
A2AT37,Q9HAU5
Q3ULJ3,Q9H1J1
Q3ULL6,Q9BZI7
Q9D132,O00322
Q9Z2C6,O75841
P38575,O00526
Q9JKX8,O75631
Q80YF6,Q9BT76
Q9D701,B0FP48
Q9D701,E5RIL1
P52624,Q16831
Q8CGR7,O95045
B1AVZ0,Q96BW1
Q9CWU6,Q9NVA1
Q9CQY6,Q9BRT2
Q8K2T4,Q6UW78
Q6RUT7,
Q8C1Q6,
Q8BTC1,
Q8R1I1,Q9UDW1
Q9CPX8,O14957
Q9D855,P14927
Q9CZ13,P31930
Q9DB77,P22695
Q9CR68,P47985
Q9CR68,P0C7P4
P99028,P07919
,P07919
P99028,A0A096LP55
,A0A096LP55
Q9CQ69,O14949
Q283N4,A6NGE7
Q9CRB3,
Q571H0,O60287
E9Q7L1,Q14146
Q5NCI0,Q8TCY9
Q3TLD5,O94763
Q9D2P4,Q9BTM9
Q8VC12,Q96N76
P70697,P06132
P51163,P10746
Q91W78,Q9BQ65
Q9CQ56,Q9NZ43
Q61069,P22415
Q64705,Q15853
B2RUQ2,Q68DE3
Q9ES64,Q9Y6N9
Q80T11,Q495M9
Q2QI47,O75445
Q8R370,Q8N6Y0
Q9Z1Z0,O60763
Q8BJQ2,O94782
P52479,Q8NFA0
Q99K46,P51784
Q9D9M2,O75317
Q5BKP2,Q92995
Q9JMA1,P54578
Q8R5H1,Q9Y4E8
Q99LG0,Q9Y5T5
Q61068,Q7RTZ2
E9Q9U0,Q7RTZ2
G5E8I7,Q7RTZ2
G5E8G2,Q7RTZ2
Q7M764,Q7RTZ2
Q61068,C9JJH3
E9Q9U0,C9JJH3
G5E8I7,C9JJH3
G5E8G2,C9JJH3
Q7M764,C9JJH3
Q61068,C9JVI0
E9Q9U0,C9JVI0
G5E8I7,C9JVI0
G5E8G2,C9JVI0
Q7M764,C9JVI0
Q61068,C9JPN9
E9Q9U0,C9JPN9
G5E8I7,C9JPN9
G5E8G2,C9JPN9
Q7M764,C9JPN9
Q61068,C9JLJ4
E9Q9U0,C9JLJ4
G5E8I7,C9JLJ4
G5E8G2,C9JLJ4
Q7M764,C9JLJ4
Q61068,C9J2P7
E9Q9U0,C9J2P7
G5E8I7,C9J2P7
G5E8G2,C9J2P7
Q7M764,C9J2P7
Q61068,D6RBQ6
E9Q9U0,D6RBQ6
G5E8I7,D6RBQ6
G5E8G2,D6RBQ6
Q7M764,D6RBQ6
Q61068,D6R9N7
E9Q9U0,D6R9N7
G5E8I7,D6R9N7
G5E8G2,D6R9N7
Q7M764,D6R9N7
Q61068,D6RCP7
E9Q9U0,D6RCP7
G5E8I7,D6RCP7
G5E8G2,D6RCP7
Q7M764,D6RCP7
Q61068,Q6R6M4
E9Q9U0,Q6R6M4
G5E8I7,Q6R6M4
G5E8G2,Q6R6M4
Q7M764,Q6R6M4
Q61068,D6RJB6
E9Q9U0,D6RJB6
G5E8I7,D6RJB6
G5E8G2,D6RJB6
Q7M764,D6RJB6
Q61068,D6R901
E9Q9U0,D6R901
G5E8I7,D6R901
G5E8G2,D6R901
Q7M764,D6R901
Q61068,D6RA61
E9Q9U0,D6RA61
G5E8I7,D6RA61
G5E8G2,D6RA61
Q7M764,D6RA61
Q61068,D6RBM5
E9Q9U0,D6RBM5
G5E8I7,D6RBM5
G5E8G2,D6RBM5
Q7M764,D6RBM5
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,A6NCW0
E9Q9U0,A6NCW0
G5E8I7,A6NCW0
G5E8G2,A6NCW0
Q7M764,A6NCW0
Q61068,Q0WX57
E9Q9U0,Q0WX57
G5E8I7,Q0WX57
G5E8G2,Q0WX57
Q7M764,Q0WX57
Q61068,A6NCW7
E9Q9U0,A6NCW7
G5E8I7,A6NCW7
G5E8G2,A6NCW7
Q7M764,A6NCW7
Q61068,A8MUK1
E9Q9U0,A8MUK1
G5E8I7,A8MUK1
G5E8G2,A8MUK1
Q7M764,A8MUK1
Q61068,Q6QN14
E9Q9U0,Q6QN14
G5E8I7,Q6QN14
G5E8G2,Q6QN14
Q7M764,Q6QN14
Q61068,P0C7H9
E9Q9U0,P0C7H9
G5E8I7,P0C7H9
G5E8G2,P0C7H9
Q7M764,P0C7H9
Q61068,P0C7I0
E9Q9U0,P0C7I0
G5E8I7,P0C7I0
G5E8G2,P0C7I0
Q7M764,P0C7I0
Q9WTV6,Q9UMW8
Q3UJD6,O94966
O88623,O75604
Q8C6M1,Q9Y2K6
Q9QZL6,Q9UK80
Q5DU02,Q9UPT9
B1AY13,Q9UPU5
P57080,Q9UHP3
Q99MX1,Q9BXU7
Q8CEG8,A6NNY8
Q5I043,Q96RU2
Q9ES63,Q9HBJ7
Q91W36,Q9Y6I4
Q3UN04,Q70CQ3
E9Q6Y8,Q86UV5
F8VPZ3,Q8NFA0
Q8R5K2,Q8TEY7
Q6ZQ93,Q9P2H5
M0QWN7,Q9P2H5
B1AQJ2,Q9P275
Q8C0R0,Q86T82
Q8BW70,Q8NB14
Q3TIX9,Q53GS9
P35123,Q13107
Q8BWR4,Q9NVE5
Q9WTV6,Q3LFD5
B2RQC2,Q9H9J4
Q8BUM9,Q70EL4
Q8C2S0,Q9H0E7
Q8K387,Q70EL2
P62069,P62068
Q8BY87,Q96K76
Q3V0C5,Q86UV5
Q6P9L4,Q70CQ1
P56399,P45974
Q6P8X6,Q70EL3
B1AY15,Q70EK9
P15975,Q70EK8
Q8BL06,Q70EL1
Q80XC3,Q92738
Q6A4J8,Q93009
Q80U87,P40818
P70398,Q93008
F8VPU6,O00507
Q3ULM6,Q5W0Q7
Q8BUB6,Q9Y2C2
Q6J1H4,Q5T230
Q9CZJ1,Q9Y3A2
Q640M1,Q9BVJ6
Q6EJB6,Q9BVJ6
Q640M1,Q5TAP6
Q6EJB6,Q5TAP6
Q8C7V3,Q8TED0
Q5SSI6,Q9Y5J1
Q5XG71,O75691
Q9CX11,Q9BRU9
Q8BTT6,Q68CQ4
Q9JI13,Q9NQZ2
Q8R2N2,Q969X6
Q8VCY6,Q9NYH9
E9Q6R7,P46939
Q9QZQ3,O95399
Q765I1,Q765I0
Q8VIH9,Q9UKP6
P79457,O14607
Q8K245,Q9P2Y5
Q9D479,Q2YD98
Q91XL3,Q8NBZ7
Q9WTZ0,Q9UBK9
Q80WQ2,Q08AM6
Q62442,P23763
P63044,P63027
P63024,Q15836
O70480,O75379
Q9Z2P8,O95183
P70280,P51809
O70404,Q9BV40
A0A1D5RLS7,
Q80Z96,Q8TAA9
Q91ZD4,Q9ULK5
Q9WV55,Q9P0L0
Q9QY76,O95292
Q9Z1Q9,P26640
Q3U2A8,Q5ST30
Q8C1W1,Q7L8A9
Q8C5G2,Q86V25
Q9CZT5,Q6EMK4
P70460,P50552
Q62465,Q99536
Q80TB8,Q9HCJ6
P27870,P15498
Q60992,P52735
Q9R0C8,Q9UKW4
Q2NKI2,Q5SQQ9
Q9WTP9,Q9UIW0
P61759,P61758
P29533,P19320
Q62059,P13611
Q64727,P18206
Q01853,P55072
Q8CDG3,Q96JH7
Q8C436,Q9H867
Q60932,P21796
Q60930,P45880
Q60931,Q9Y277
P48281,P11473
Q00731,P15692
P49766,P49765
P97953,P49767
P97946,O43915
A1A535,Q14D04
Q5SXC4,Q14119
Q3ZK22,Q9HBM0
Q0VGU4,O15240
Q99NC0,Q99990
Q8BGW8,Q8N8G2
P85442,A8MV65
Q80V24,Q14135
P40338,P40337
P40338,Q6RSH7
Q62468,P09327
Q91YD6,O15195
P20152,P08670
A2AP89,
P32648,P01282
Q8BGQ1,Q9H9C1
P97751,P32241
P41588,P41587
A2AIV2,Q69YN4
Q8VHI5,Q6UXI7
Q9CRC0,Q9BQB6
Q6TEK5,Q8N0U8
P98156,P98155
Q78T54,Q3ZAQ7
Q8BP01,Q2NL98
Q5SXG7,Q7Z5L0
Q99KU0,Q96GC9
Q9EQ48,Q8TDU5
E9PVR6,Q8TDU5
A0A494BA90,Q8TDU5
Q9EQ46,Q8TDU5
Q9EQ44,Q8TDU5
Q8VBS7,Q8TDU5
Q8VIC9,Q8TDU5
Q9EQ47,Q8TDU5
Q8VIC7,Q8TDU5
Q9EQ45,Q8TDU5
Q9EQ51,Q8TDU5
Q9EQ52,Q8TDU5
Q9WUF1,Q8TDU5
Q9EP51,Q8TDU5
Q8VIC6,Q8TDU5
Q9EP79,Q8TDU5
Q9EP93,Q8TDU5
Q9EPB8,Q8TDU5
Q8R299,Q8NFZ6
E9PWK2,Q8NFZ6
Q8R2A5,Q8NFZ6
Q8R2A8,Q8NFZ6
Q8R2A7,Q8NFZ6
Q8R2A9,Q8NFZ6
A2RTT5,Q8NFZ6
Q8K4I0,Q8NFZ6
G5E8C1,Q8NFZ6
E9Q0V3,Q8NFZ6
Q8VIC1,Q8NFZ6
Q8R254,Q8NFZ6
Q8R299,Q9BXE9
E9PWK2,Q9BXE9
Q8R2A5,Q9BXE9
Q8R2A8,Q9BXE9
Q8R2A7,Q9BXE9
Q8R2A9,Q9BXE9
A2RTT5,Q9BXE9
Q8K4I0,Q9BXE9
G5E8C1,Q9BXE9
E9Q0V3,Q9BXE9
Q8VIC1,Q9BXE9
Q8R254,Q9BXE9
Q8R294,Q7Z5H5
Q8R298,Q7Z5H5
A0A494B9T5,Q7Z5H5
Q05A06,Q7Z5H5
Q8R296,Q7Z5H5
Q3SXA2,Q7Z5H4
Q8R2D7,Q7Z5H4
A2RST7,Q7Z5H4
Q9Z0K8,O95497
Q9QZ25,
Q8R1C3,Q96AW1
P13372,P12018
P13373,P12018
D3Z6J4,Q9UKI3
Q91W86,Q9H270
Q5H8C4,Q96RL7
Q80TY5,Q7Z7G8
Q8BX70,Q709C8
B1ART2,Q5THJ4
Q920Q4,Q9H269
Q8R307,Q9P253
Q9CQ80,Q9BRG1
P40336,O75436
Q8C0E2,Q4G0F5
O35075,O14972
Q9D1C8,Q9UK41
Q9QZ88,Q9UBQ0
Q9D2N9,Q96AX1
P59016,Q9H267
Q9EQH3,Q96QK1
Q8BWQ6,Q7Z3J2
Q91XD6,Q86VN1
Q8CHS8,Q8NEZ2
Q8R0J7,Q9H9H4
Q8R105,A5D8V6
Q810I0,Q86XT2
Q8R5L3,Q96JC1
Q5KU39,P49754
P97390,Q9NRW7
Q8VEJ9,Q9UN37
P46467,O75351
Q8CI71,Q96JG6
Q3UVL4,Q9UID3
Q8C754,Q8N1B4
Q8CCB4,Q5VIR6
Q5SPW0,Q9P1Q0
Q62481,Q15906
Q0P5W1,Q8N3P4
Q8C190,Q9Y2B5
Q80X41,Q99986
Q8BN21,Q86Y07
Q8K3G5,Q8IV63
Q3SYK4,Q9H8Y1
Q9D2J4,Q86XK7
D3YX43,Q8N0Z9
D3YZF7,Q86VR7
A0A140LHF2,P0DP72
Q9Z109,Q96IQ7
F6TUL9,Q9Y279
Q6P3A4,P0DPA2
Q9D659,Q9H7M9
P62761,P62760
Q8R0A6,Q8TAG5
Q9JME9,A6NLU5
Q6PDS0,Q96N03
T1NXB5,Q8IW00
Q9D806,A8MXK1
Q91V10,Q9NZR4
Q61412,P58304
Q9CR26,Q9NP79
Q7TSP5,Q7Z7D3
O89116,Q96AJ9
O88384,Q9UEU0
P29788,P04004
Q8R2Z5,Q6PCB0
Q70UZ7,Q5GFL6
Q3UVV9,A6NCI4
A0A571BE33,Q502W6
Q8BGF0,O00534
Q99KC8,O00534
A9Z1V5,Q5TIE3
Q3UR50,Q8N398
Q9JHA8,Q9Y334
Q8CC88,A3KMH1
Q8C8N3,Q2TAL6
Q505H4,B2RUY7
Q3U515,Q96DN2
Q6DFV8,Q8N2E2
Q8CIZ8,P04275
Q8BG31,Q8TAG6
Q924H7,Q9BTA9
Q65Z40,Q7Z5K2
P32921,P23381
Q9CYK1,Q9UGM6
P70315,P42768
Q8R5H6,Q92558
Q8BH43,Q9Y6W5
Q8VHI6,Q9UPY6
Q8VDD8,Q6VEQ5
Q8VDD8,C4AMC7
Q8VDD8,A8MWX3
Q8VDD8,Q9NQA3
Q8VDD8,A8K0Z3
Q6PGL7,Q641Q2
Q6PGL7,Q9Y4E1
Q9CR27,Q9Y3C0
Q3UMB9,Q2M389
Q8C2E7,Q12768
Q91YD9,O00401
P97764,Q96G27
Q923D5,Q9Y2W2
Q8BGW2,Q9NX94
P97765,Q969T9
Q9D529,Q6ICG8
Q61048,O75554
Q6NV72,Q9H6R7
E9Q4P1,Q8IWB7
Q8BUB4,Q96P53
Q6VNB8,Q8IZQ1
E9Q2M9,Q6ZS81
P59328,O75717
Q8C456,O95876
O88342,O75083
Q8K1X1,Q9BZH6
Q9JJA4,Q9GZL7
Q91V09,Q9H1Z4
E9Q271,Q8IZU2
Q4VBE8,Q9BV38
Q3UGF1,Q8NEZ3
Q3UWE6,Q8TBZ3
Q9D5R2,Q8TBZ3
Q8CFJ9,Q96S15
E9Q349,Q64LD2
Q8C6G8,Q9H7D7
Q8C5V5,A2RRH5
Q8BHB4,Q9UNX4
Q9JHB4,Q8NA23
Q8K4P0,Q9C0J8
Q8BND3,Q9P2L0
Q3TAQ9,Q8NI36
Q8CBE3,Q9Y2I8
Q9D994,Q5JTN6
Q9EP82,P57081
Q3UDP0,Q9HAD4
Q6ZQL4,Q15061
Q6NVE8,Q5JSH3
Q91VM3,Q9Y484
Q9CR39,Q5MNZ6
Q9Z0H1,O15213
Q8CGF6,O94967
Q8BH57,Q8TAF3
A0A0N4SUK7,Q8IV35
P61965,P61964
Q9DB94,Q7Z5U6
Q9R0D8,Q9H977
Q9CX97,Q9H6Y2
Q8C0M0,Q6PJI9
Q9D7H2,Q86VZ2
Q99ME2,Q9NNW5
Q3U3T8,O43379
Q9D565,B1ANS9
Q920I9,Q9Y4E6
Q3TWF6,Q9NW82
D3YYM4,Q3MJ13
Q9CWR1,Q6P4I2
Q8VCG3,Q6RFH5
Q3U821,Q8IWA0
A6PWY4,Q9H967
Q99J09,Q9BQA1
Q5ND34,Q562E7
Q8BFQ4,Q6UXN9
Q9DAJ4,Q9BRX9
Q6ZWX0,Q9Y284
D3Z757,Q86TI4
Q3V0H8,Q6ZQQ6
A0A571BF50,Q6ZMY6
Q9D0R9,Q96FK6
Q6ZPG2,Q96KV7
Q7TMQ7,A4D1P6
Q402B2,Q6P2C0
A0A140LHH9,A6NE52
Q9D0I6,Q8N9V3
Q80ZK9,Q8N5D0
P47810,P30291
Q66JT0,P0C1S8
Q9ESH5,Q9HC57
Q3V2J9,Q9H1F0
Q3V2J9,Q8IUB3
A2A5H7,Q8NEX6
Q9JHY3,Q8WWY7
Q5DQQ6,Q8IUB5
Q9DAU7,Q14508
Q8BTE6,
Q14AE4,Q8IUB2
Q4KXB6,Q8TCV5
Q4KUS1,Q8IUA0
Q3UW41,Q8NEX5
Q8R0S6,Q96NZ8
Q7TQN3,Q8TEU8
P56695,O76024
Q571B6,Q8TF30
Q80VW5,Q9P202
Q9WUA1,Q9Y5W5
Q8K1I7,O43516
Q6PEV3,Q8TF74
P0C7L0,A6NGB9
Q8R3E3,Q5MNZ9
Q80W47,Q9Y4P8
O88286,O95785
Q6DID7,Q5T9L3
P83741,Q9H4A3
Q3UH66,Q9Y3S1
Q80XP9,Q9BYP7
Q80UE6,Q96J92
P04426,P04628
P70701,Q9GZT5
P48614,O00744
P48615,O96014
Q9QYS1,Q9UBV4
P21552,P09544
O70283,Q93097
P17553,P56703
P27467,P56704
P22724,P56705
P22725,P41221
P22726,Q9H1J7
P22727,Q9Y6F9
P24383,O00755
P28047,P56706
Q64527,Q9H1J5
Q9WUD6,Q93098
Q8R5M2,O14904
O35468,O14905
Q8VC51,Q9BUR4
Q9JM98,Q9P2S5
O09053,Q14191
Q91XU0,Q96S55
O54927,Q9Y6I7
O54929,Q9NYS7
Q80XH4,Q658N2
D4PHA7,Q2TBF2
P22561,P19544
Q3TNQ5,Q06250
Q9ER69,Q15007
Q7TQJ8,A6NIX2
Q5SXA9,Q8IX03
Q6NXJ0,Q6AWC2
Q91WL8,Q9NZC7
Q8BZZ3,Q9H0M0
